Minute,Forecast_SM
1207,0.43429857
1208,0.43429857
1209,0.43429857
1210,0.43429857
1211,0.43429857
1212,0.43429857
1213,0.43429857
1214,0.43429857
1215,0.43429857
1216,0.43429857
1217,0.43429857
1218,0.43429857
1219,0.43429857
1220,0.43429857
1221,0.43429857
1222,0.43429857
1223,0.43429857
1224,0.43429857
1225,0.43429857
1226,0.43429857
1227,0.43429857
1228,0.43429857
1229,0.43429857
1230,0.43429857
1231,0.43429857
1232,0.43429857
1233,0.43429857
1234,0.43429857
1235,0.43429857
1236,0.43429857
1237,0.43429857
1238,0.43429857
1239,0.43429857
1240,0.43429857
1241,0.43429857
1242,0.43429857
1243,0.43429857
1244,0.43429857
1245,0.43429857
1246,0.43429857
1247,0.43429857
1248,0.43429857
1249,0.43429857
1250,0.43429857
1251,0.43429857
1252,0.4342986
1253,0.4342986
1254,0.43429857
1255,0.43429857
1256,0.4342986
1257,0.43429857
1258,0.43429857
1259,0.4342986
1260,0.4342986
1261,0.4342986
1262,0.4342986
1263,0.4342986
1264,0.4342986
1265,0.4342986
1266,0.4342986
1267,0.4342986
1268,0.4342986
1269,0.4342986
1270,0.4342986
1271,0.4342986
1272,0.4342986
1273,0.4342986
1274,0.4342986
1275,0.4342986
1276,0.4342986
1277,0.4342986
1278,0.4342986
1279,0.4342986
1280,0.4342986
1281,0.4342986
1282,0.4342986
1283,0.4342986
1284,0.4342986
1285,0.4342986
1286,0.4342986
1287,0.4342986
1288,0.4342986
1289,0.4342986
1290,0.4342986
1291,0.4342986
1292,0.4342986
1293,0.4342986
1294,0.4342986
1295,0.4342986
1296,0.4342986
1297,0.4342986
1298,0.4342986
1299,0.4342986
1300,0.4342986
1301,0.4342986
1302,0.4342986
1303,0.4342986
1304,0.4342986
1305,0.4342986
1306,0.4342986
1307,0.4342986
1308,0.4342986
1309,0.4342986
1310,0.4342986
1311,0.4342986
1312,0.4342986
1313,0.4342986
1314,0.4342986
1315,0.4342986
1316,0.4342986
1317,0.4342986
1318,0.4342986
1319,0.4342986
1320,0.4342986
1321,0.4342986
1322,0.4342986
1323,0.4342986
1324,0.4342986
1325,0.4342986
1326,0.4342986
1327,0.4342986
1328,0.4342986
1329,0.4342986
1330,0.4342986
1331,0.4342986
1332,0.4342986
1333,0.4342986
1334,0.4342986
1335,0.4342986
1336,0.4342986
1337,0.4342986
1338,0.4342986
1339,0.4342986
1340,0.4342986
1341,0.4342986
1342,0.4342986
1343,0.4342986
1344,0.4342986
1345,0.4342986
1346,0.4342986
1347,0.4342986
1348,0.4342986
1349,0.4342986
1350,0.4342986
1351,0.4342986
1352,0.4342986
1353,0.4342986
1354,0.4342986
1355,0.4342986
1356,0.4342986
1357,0.4342986
1358,0.4342986
1359,0.4342986
1360,0.4342986
1361,0.4342986
1362,0.4342986
1363,0.4342986
1364,0.4342986
1365,0.4342986
1366,0.4342986
1367,0.4342986
1368,0.4342986
1369,0.4342986
1370,0.4342986
1371,0.4342986
1372,0.4342986
1373,0.4342986
1374,0.4342986
1375,0.4342986
1376,0.4342986
1377,0.4342986
1378,0.4342986
1379,0.4342986
1380,0.4342986
1381,0.4342986
1382,0.4342986
1383,0.4342986
1384,0.4342986
1385,0.4342986
1386,0.4342986
1387,0.4342986
1388,0.4342986
1389,0.4342986
1390,0.4342986
1391,0.4342986
1392,0.4342986
1393,0.4342986
1394,0.4342986
1395,0.4342986
1396,0.4342986
1397,0.4342986
1398,0.4342986
1399,0.4342986
1400,0.4342986
1401,0.4342986
1402,0.4342986
1403,0.4342986
1404,0.4342986
1405,0.4342986
1406,0.4342986
1407,0.4342986
1408,0.4342986
1409,0.4342986
1410,0.4342986
1411,0.4342986
1412,0.4342986
1413,0.4342986
1414,0.4342986
1415,0.4342986
1416,0.4342986
1417,0.4342986
1418,0.4342986
1419,0.4342986
1420,0.4342986
1421,0.4342986
1422,0.4342986
1423,0.4342986
1424,0.4342986
1425,0.4342986
1426,0.4342986
1427,0.4342986
1428,0.4342986
1429,0.4342986
1430,0.4342986
1431,0.4342986
1432,0.4342986
1433,0.4342986
1434,0.4342986
1435,0.4342986
1436,0.4342986
1437,0.4342986
1438,0.4342986
1439,0.4342986
1440,0.4342986
1441,0.4342986
1442,0.4342986
1443,0.4342986
1444,0.4342986
1445,0.4342986
1446,0.4342986
1447,0.4342986
1448,0.4342986
1449,0.4342986
1450,0.4342986
1451,0.4342986
1452,0.4342986
1453,0.4342986
1454,0.4342986
1455,0.4342986
1456,0.4342986
1457,0.4342986
1458,0.4342986
1459,0.4342986
1460,0.4342986
1461,0.4342986
1462,0.4342986
1463,0.4342986
1464,0.4342986
1465,0.4342986
1466,0.4342986
1467,0.4342986
1468,0.4342986
1469,0.4342986
1470,0.4342986
1471,0.4342986
1472,0.4342986
1473,0.4342986
1474,0.4342986
1475,0.4342986
1476,0.4342986
1477,0.4342986
1478,0.4342986
1479,0.4342986
1480,0.4342986
1481,0.4342986
1482,0.4342986
1483,0.4342986
1484,0.4342986
1485,0.4342986
1486,0.4342986
1487,0.4342986
1488,0.4342986
1489,0.4342986
1490,0.4342986
1491,0.4342986
1492,0.4342986
1493,0.4342986
1494,0.4342986
1495,0.4342986
1496,0.4342986
1497,0.4342986
1498,0.4342986
1499,0.4342986
1500,0.4342986
1501,0.4342986
1502,0.4342986
1503,0.4342986
1504,0.4342986
1505,0.4342986
1506,0.4342986
1507,0.4342986
1508,0.4342986
1509,0.4342986
1510,0.4342986
1511,0.4342986
1512,0.4342986
1513,0.4342986
1514,0.4342986
1515,0.4342986
1516,0.4342986
1517,0.4342986
1518,0.4342986
1519,0.4342986
1520,0.4342986
1521,0.4342986
1522,0.4342986
1523,0.4342986
1524,0.4342986
1525,0.4342986
1526,0.4342986
1527,0.4342986
1528,0.4342986
1529,0.4342986
1530,0.4342986
1531,0.4342986
1532,0.4342986
1533,0.4342986
1534,0.4342986
1535,0.4342986
1536,0.4342986
1537,0.4342986
1538,0.4342986
1539,0.4342986
1540,0.4342986
1541,0.4342986
1542,0.4342986
1543,0.4342986
1544,0.4342986
1545,0.4342986
1546,0.4342986
1547,0.4342986
1548,0.4342986
1549,0.4342986
1550,0.4342986
1551,0.4342986
1552,0.4342986
1553,0.4342986
1554,0.4342986
1555,0.4342986
1556,0.4342986
1557,0.4342986
1558,0.4342986
1559,0.4342986
1560,0.4342986
1561,0.4342986
1562,0.4342986
1563,0.4342986
1564,0.4342986
1565,0.4342986
1566,0.4342986
1567,0.4342986
1568,0.4342986
1569,0.4342986
1570,0.4342986
1571,0.4342986
1572,0.4342986
1573,0.4342986
1574,0.4342986
1575,0.4342986
1576,0.4342986
1577,0.4342986
1578,0.4342986
1579,0.4342986
1580,0.4342986
1581,0.4342986
1582,0.4342986
1583,0.4342986
1584,0.4342986
1585,0.4342986
1586,0.4342986
1587,0.4342986
1588,0.4342986
1589,0.4342986
1590,0.4342986
1591,0.4342986
1592,0.4342986
1593,0.4342986
1594,0.4342986
1595,0.4342986
1596,0.4342986
1597,0.4342986
1598,0.4342986
1599,0.4342986
1600,0.4342986
1601,0.4342986
1602,0.4342986
1603,0.4342986
1604,0.4342986
1605,0.4342986
1606,0.4342986
1607,0.4342986
1608,0.4342986
1609,0.4342986
1610,0.4342986
1611,0.4342986
1612,0.4342986
1613,0.4342986
1614,0.4342986
1615,0.4342986
1616,0.4342986
1617,0.4342986
1618,0.4342986
1619,0.4342986
1620,0.4342986
1621,0.4342986
1622,0.4342986
1623,0.4342986
1624,0.4342986
1625,0.4342986
1626,0.4342986
1627,0.4342986
1628,0.4342986
1629,0.4342986
1630,0.4342986
1631,0.4342986
1632,0.4342986
1633,0.4342986
1634,0.4342986
1635,0.4342986
1636,0.4342986
1637,0.4342986
1638,0.4342986
1639,0.4342986
1640,0.4342986
1641,0.4342986
1642,0.4342986
1643,0.4342986
1644,0.4342986
1645,0.4342986
1646,0.4342986
1647,0.4342986
1648,0.4342986
1649,0.4342986
1650,0.4342986
1651,0.4342986
1652,0.4342986
1653,0.4342986
1654,0.4342986
1655,0.4342986
1656,0.4342986
1657,0.4342986
1658,0.4342986
1659,0.4342986
1660,0.4342986
